Fecha,Pasajeros_por_dia,Viajes_por_dia,Tarifario_por_dia,Total_recaudado_por_dia,Pago_con_tarjeta,Pago_con_efectivo,Tipo_de_Taxi
2022-10-31,4,4,53.00,59.20,2.00,2.00,green
2022-10-31,2535,2154,"32,198.66","40,499.83","1,244.00",678.00,green
2022-11-01,2719,2300,"33,878.80","42,942.48","1,327.00",716.00,green
2022-11-01,1,1,11.50,15.05,0.00,1.00,green
2022-11-02,1,1,8.50,11.16,1.00,0.00,green
2022-11-02,2907,2409,"35,737.04","45,410.12","1,411.00",771.00,green
2022-11-03,1,1,12.00,16.05,0.00,1.00,green
2022-11-03,2963,2473,"37,234.57","47,185.87","1,483.00",751.00,green
2022-11-04,3066,2466,"36,901.26","47,101.87","1,465.00",776.00,green
2022-11-05,2449,2078,"32,222.64","40,435.91","1,215.00",637.00,green
2022-11-06,1639,1465,"23,209.44","29,011.17",852.00,433.00,green
2022-11-07,1,1,7.50,10.56,1.00,0.00,green
2022-11-07,2628,2215,"31,657.53","40,043.06","1,312.00",727.00,green
2022-11-08,2566,2195,"30,611.63","39,157.11","1,338.00",646.00,green
2022-11-09,2843,2432,"36,363.57","46,319.51","1,474.00",728.00,green
2022-11-09,3,3,19.00,22.40,0.00,3.00,green
2022-11-10,2818,2433,"38,133.67","48,035.46","1,501.00",683.00,green
2022-11-10,2,2,31.00,35.06,1.00,1.00,green
2022-11-11,2,2,14.00,16.60,0.00,2.00,green
2022-11-11,2546,2247,"34,280.13","43,579.22","1,344.00",581.00,green
2022-11-12,2,2,27.50,33.86,1.00,1.00,green
2022-11-12,2287,1947,"29,770.19","37,234.46","1,118.00",620.00,green
2022-11-13,1960,1747,"26,220.94","33,180.12","1,062.00",487.00,green
2022-11-14,2229,1800,"25,415.90","32,785.66","1,088.00",554.00,green
2022-11-15,2361,2090,"29,433.33","37,963.86","1,241.00",584.00,green
2022-11-16,2368,2071,"29,296.48","37,833.80","1,213.00",611.00,green
2022-11-16,1,1,29.00,45.44,1.00,0.00,green
2022-11-17,2389,2114,"31,820.03","40,556.78","1,295.00",603.00,green
2022-11-18,2,2,28.00,33.35,0.00,2.00,green
2022-11-18,2708,2239,"34,206.11","42,973.00","1,220.00",739.00,green
2022-11-19,2103,1835,"30,142.81","37,602.55","1,060.00",507.00,green
2022-11-20,1864,1594,"26,462.47","33,025.42",942.00,446.00,green
2022-11-21,2602,2191,"33,835.13","42,834.40","1,280.00",653.00,green
2022-11-22,2794,2279,"36,490.41","45,952.25","1,389.00",656.00,green
2022-11-23,2708,2281,"34,506.13","43,211.08","1,302.00",720.00,green
2022-11-23,1,1,23.50,27.05,1.00,0.00,green
2022-11-24,1782,1537,"24,201.94","30,072.28",775.00,510.00,green
2022-11-25,2019,1716,"23,493.12","29,857.50",992.00,573.00,green
2022-11-26,2140,1743,"24,658.05","31,093.89","1,061.00",550.00,green
2022-11-27,1883,1566,"21,632.79","27,708.96","1,040.00",412.00,green
2022-11-28,2719,2255,"33,500.77","42,090.46","1,310.00",757.00,green
2022-11-29,2646,2228,"33,995.64","42,870.56","1,382.00",661.00,green
2022-11-30,2723,2343,"34,520.12","44,015.28","1,492.00",606.00,green
2022-11-30,11,3,31.00,44.24,2.00,1.00,green
2022-12-01,9,9,104.50,147.13,7.00,2.00,green
2022-12-01,3006,2604,"39,954.57","50,329.29","1,521.00",802.00,green
2022-12-02,3029,2450,"36,547.61","46,427.83","1,494.00",751.00,green
2022-12-03,2318,2017,"32,088.73","40,242.53","1,190.00",561.00,green
2022-12-04,2081,1785,"28,209.61","35,226.14","1,074.00",536.00,green
2022-12-05,2654,2235,"34,614.16","43,702.58","1,331.00",680.00,green
2022-12-06,3,3,42.50,57.37,2.00,1.00,green
2022-12-06,2720,2250,"34,125.00","43,136.81","1,383.00",617.00,green
2022-12-07,3,3,40.00,53.26,2.00,1.00,green
2022-12-07,2973,2461,"36,903.18","46,648.23","1,482.00",723.00,green
2022-12-08,3348,2728,"41,857.23","52,937.23","1,663.00",814.00,green
2022-12-09,3104,2602,"40,652.02","51,000.23","1,531.00",772.00,green
2022-12-09,2,2,41.50,52.40,0.00,2.00,green
2022-12-10,2726,2380,"38,070.37","47,702.27","1,386.00",687.00,green
2022-12-11,2244,1861,"29,261.29","37,073.69","1,181.00",474.00,green
2022-12-12,2918,2426,"36,391.79","46,187.88","1,481.00",684.00,green
2022-12-13,2779,2371,"36,763.97","46,600.89","1,454.00",642.00,green
2022-12-14,3005,2538,"39,144.09","49,923.24","1,507.00",721.00,green
2022-12-15,3206,2662,"41,196.78","52,335.33","1,627.00",728.00,green
2022-12-16,3191,2697,"42,514.97","54,114.57","1,593.00",696.00,green
2022-12-17,2609,2310,"37,337.18","46,599.32","1,298.00",677.00,green
2022-12-18,2022,1788,"28,290.48","35,465.22",992.00,474.00,green
2022-12-19,3360,2793,"49,030.05","63,302.02","1,447.00","1,020.00",green
2022-12-20,3394,2885,"52,841.56","68,497.43","1,584.00","1,001.00",green
2022-12-21,3667,2955,"54,578.27","70,418.63","1,582.00","1,118.00",green
2022-12-22,3412,2873,"54,218.04","69,799.72","1,575.00","1,033.00",green
2022-12-23,3322,2819,"50,412.80","65,121.52","1,420.00","1,102.00",green
2022-12-24,2288,1952,"34,900.22","42,887.85",895.00,849.00,green
2022-12-25,1476,1268,"23,134.65","29,214.69",649.00,484.00,green
2022-12-26,2059,1685,"28,541.51","36,189.62",961.00,604.00,green
2022-12-27,2548,2125,"38,372.27","49,504.87","1,145.00",816.00,green
2022-12-28,2630,2143,"37,279.94","47,872.48","1,122.00",876.00,green
2022-12-29,2818,2267,"40,517.38","51,686.82","1,180.00",935.00,green
2022-12-30,3081,2380,"43,623.12","55,862.47","1,242.00",996.00,green
2022-12-31,2427,2113,"37,955.69","47,242.70","1,021.00",820.00,green
2023-01-01,1793,1463,"27,501.48","34,885.03",784.00,498.00,green
2023-01-02,1926,1564,"26,414.99","33,659.66",891.00,555.00,green
2023-01-03,2730,2125,"34,084.35","44,988.45","1,167.00",788.00,green
2023-01-04,2876,2383,"37,121.56","48,908.01","1,331.00",900.00,green
2023-01-05,3047,2417,"41,235.24","53,844.19","1,362.00",854.00,green
2023-01-06,3274,2546,"41,719.22","54,754.92","1,448.00",912.00,green
2023-01-07,2613,2154,"36,047.82","45,773.16","1,286.00",741.00,green
2023-01-08,2097,1659,"26,203.16","33,994.77","1,041.00",517.00,green
2023-01-09,2780,2219,"36,508.27","48,166.29","1,319.00",768.00,green
2023-01-10,2606,2171,"35,918.23","47,365.53","1,324.00",707.00,green
2023-01-11,3095,2487,"41,065.62","54,574.59","1,464.00",856.00,green
2023-01-12,3020,2527,"41,571.80","55,321.73","1,510.00",842.00,green
2023-01-13,3183,2550,"43,368.39","57,267.04","1,497.00",854.00,green
2023-01-14,2650,2169,"36,475.49","46,712.90","1,243.00",752.00,green
2023-01-15,2242,1776,"30,467.12","39,132.29","1,091.00",576.00,green
2023-01-16,1865,1584,"26,310.87","34,087.99",968.00,490.00,green
2023-01-17,2804,2246,"37,504.93","49,582.92","1,349.00",745.00,green
2023-01-18,2839,2341,"38,960.95","51,929.60","1,416.00",762.00,green
2023-01-19,3168,2635,"43,857.56","58,688.47","1,653.00",764.00,green
2023-01-20,2988,2469,"40,578.69","53,905.96","1,484.00",794.00,green
2023-01-21,2644,2140,"36,481.13","46,766.19","1,258.00",735.00,green
2023-01-22,2170,1774,"28,385.91","37,111.81","1,126.00",515.00,green
2023-01-23,2967,2392,"38,978.13","51,416.77","1,444.00",776.00,green
2023-01-24,2948,2413,"39,593.22","52,592.49","1,465.00",793.00,green
2023-01-25,3242,2674,"43,437.35","58,382.65","1,684.00",803.00,green
2023-01-25,5,5,75.90,88.18,2.00,3.00,green
2023-01-26,3,3,133.00,157.20,2.00,1.00,green
2023-01-26,3276,2629,"43,912.47","58,087.11","1,637.00",836.00,green
2023-01-27,3036,2426,"39,795.15","52,899.76","1,438.00",804.00,green
2023-01-27,4,4,42.80,54.02,3.00,1.00,green
2023-01-28,2531,2057,"35,020.26","45,133.01","1,206.00",694.00,green
2023-01-28,6,6,144.00,162.08,2.00,4.00,green
2023-01-29,1,1,13.50,15.00,0.00,1.00,green
2023-01-29,2120,1675,"28,434.59","36,419.26","1,051.00",511.00,green
2023-01-30,2698,2234,"36,785.09","48,748.76","1,335.00",741.00,green
2023-01-30,2,2,30.50,34.50,0.00,2.00,green
2023-01-31,2834,2308,"38,701.40","51,044.35","1,412.00",747.00,green
2023-01-31,3,3,71.30,97.01,2.00,1.00,green
2023-02-01,2,1,28.00,33.96,1.00,0.00,green
2023-02-01,3062,2560,"40,515.89","54,235.82","1,519.00",827.00,green
2023-02-02,3070,2579,"42,051.40","55,765.16","1,531.00",833.00,green
2023-02-03,3245,2773,"44,999.76","59,861.73","1,627.00",864.00,green
2023-02-04,2166,1848,"31,099.46","39,822.94","1,073.00",548.00,green
2023-02-05,2072,1723,"28,828.98","36,952.65","1,011.00",549.00,green
2023-02-06,2726,2294,"36,284.74","48,241.76","1,349.00",773.00,green
2023-02-07,3005,2462,"40,535.54","53,728.26","1,460.00",824.00,green
2023-02-08,3103,2569,"42,066.60","55,794.55","1,548.00",821.00,green
2023-02-09,3074,2644,"45,115.82","60,004.77","1,650.00",776.00,green
2023-02-10,3235,2601,"44,191.86","58,642.77","1,543.00",864.00,green
2023-02-11,2647,2206,"38,490.14","48,788.04","1,245.00",748.00,green
2023-02-12,2305,1901,"31,419.60","40,408.13","1,161.00",585.00,green
2023-02-13,2617,2206,"35,690.08","47,594.16","1,321.00",694.00,green
2023-02-14,3048,2466,"41,383.40","54,390.64","1,437.00",797.00,green
2023-02-15,3099,2565,"43,539.30","58,027.24","1,578.00",795.00,green
2023-02-16,3130,2622,"44,375.74","59,075.72","1,621.00",817.00,green
2023-02-17,3239,2668,"45,219.95","59,826.66","1,598.00",829.00,green
2023-02-18,2518,2127,"35,792.09","45,369.34","1,204.00",756.00,green
2023-02-19,2152,1786,"30,389.39","38,988.76","1,065.00",577.00,green
2023-02-20,2019,1778,"30,906.69","39,382.48","1,073.00",565.00,green
2023-02-21,2785,2325,"39,117.36","51,929.48","1,366.00",779.00,green
2023-02-22,2972,2477,"41,045.24","54,476.00","1,490.00",770.00,green
2023-02-23,1,1,10.00,12.50,0.00,1.00,green
2023-02-23,3082,2520,"42,585.67","56,604.09","1,550.00",783.00,green
2023-02-24,3219,2680,"43,257.20","57,583.48","1,580.00",900.00,green
2023-02-24,1,1,14.90,19.40,1.00,0.00,green
2023-02-25,2455,2070,"34,647.85","44,431.03","1,206.00",653.00,green
2023-02-25,1,1,60.40,75.48,1.00,0.00,green
2023-02-26,2084,1713,"30,379.25","39,130.30","1,058.00",515.00,green
2023-02-26,4,4,77.70,90.72,3.00,1.00,green
2023-02-27,2803,2399,"38,088.31","50,262.27","1,324.00",891.00,green
2023-02-28,2714,2221,"36,274.57","48,353.23","1,349.00",697.00,green
2023-02-28,1,1,11.40,16.68,1.00,0.00,green
2023-03-01,1,1,5.80,8.30,0.00,1.00,green
2023-03-01,3210,2622,"42,946.19","56,774.53","1,620.00",818.00,green
2023-03-02,3088,2583,"43,137.24","57,278.85","1,545.00",848.00,green
2023-03-03,3389,2718,"46,216.36","60,569.53","1,562.00",954.00,green
2023-03-04,2629,2186,"36,824.53","46,778.57","1,244.00",786.00,green
2023-03-05,2319,1854,"31,935.74","40,996.68","1,137.00",592.00,green
2023-03-06,2841,2307,"38,234.51","50,396.02","1,377.00",765.00,green
2023-03-07,3234,2596,"42,774.06","56,608.93","1,582.00",853.00,green
2023-03-08,3159,2492,"42,418.44","56,247.61","1,555.00",850.00,green
2023-03-09,3074,2605,"46,070.06","60,839.34","1,597.00",816.00,green
2023-03-10,3023,2560,"43,908.30","58,039.02","1,536.00",805.00,green
2023-03-11,2635,2101,"35,172.89","45,100.87","1,244.00",716.00,green
2023-03-12,2123,1762,"29,883.95","38,843.81","1,086.00",556.00,green
2023-03-13,2885,2423,"39,279.97","52,111.49","1,486.00",768.00,green
2023-03-14,2773,2334,"38,751.27","51,498.26","1,471.00",689.00,green
2023-03-15,2960,2578,"44,131.73","58,311.63","1,557.00",807.00,green
2023-03-16,3184,2685,"46,678.06","61,379.18","1,598.00",875.00,green
2023-03-17,3168,2636,"46,079.81","60,017.40","1,532.00",910.00,green
2023-03-18,2653,2134,"37,297.45","47,002.17","1,236.00",749.00,green
2023-03-19,2213,1847,"32,512.31","41,637.53","1,108.00",607.00,green
2023-03-20,2621,2311,"39,055.91","51,542.86","1,287.00",837.00,green
2023-03-21,2622,2255,"39,167.43","51,250.45","1,277.00",804.00,green
2023-03-22,2755,2286,"39,010.83","51,130.78","1,323.00",796.00,green
2023-03-23,2691,2272,"39,006.08","51,462.69","1,409.00",697.00,green
2023-03-24,2803,2390,"40,731.78","53,632.33","1,413.00",800.00,green
2023-03-25,2561,2035,"35,255.41","44,772.97","1,174.00",682.00,green
2023-03-26,2027,1689,"28,615.95","36,533.35","1,012.00",547.00,green
2023-03-27,2787,2308,"37,872.98","50,160.42","1,382.00",759.00,green
2023-03-28,2593,2134,"36,334.90","47,940.37","1,272.00",714.00,green
2023-03-29,2938,2398,"40,586.25","53,878.47","1,490.00",769.00,green
2023-03-30,3005,2507,"44,028.91","57,825.21","1,531.00",791.00,green
2023-03-31,2899,2427,"41,960.60","55,241.96","1,430.00",824.00,green
2023-03-31,7,3,73.40,96.43,2.00,1.00,green
2023-04-01,1,1,5.10,9.12,1.00,0.00,green
2023-04-01,2379,1998,"35,121.95","44,730.64","1,182.00",636.00,green
2023-04-02,2161,1823,"31,671.55","40,573.46","1,107.00",564.00,green
2023-04-03,2708,2303,"38,930.96","51,148.02","1,332.00",800.00,green
2023-04-04,2655,2289,"39,785.03","52,557.45","1,379.00",776.00,green
2023-04-05,2782,2381,"40,897.54","54,079.08","1,513.00",710.00,green
2023-04-06,2662,2278,"39,752.16","52,893.32","1,413.00",685.00,green
2023-04-07,2661,2166,"36,624.42","48,276.41","1,225.00",778.00,green
2023-04-08,2386,1940,"33,886.94","42,798.60","1,099.00",690.00,green
2023-04-09,2206,1872,"32,618.11","41,879.31","1,141.00",577.00,green
2023-04-10,2676,2228,"38,403.25","50,799.14","1,356.00",712.00,green
2023-04-11,2666,2245,"39,189.66","52,003.73","1,405.00",688.00,green
2023-04-12,2623,2160,"38,112.81","50,292.22","1,287.00",722.00,green
2023-04-13,2681,2291,"40,172.90","52,957.07","1,347.00",762.00,green
2023-04-14,2822,2373,"41,367.85","54,810.58","1,441.00",762.00,green
2023-04-15,2525,2102,"38,388.46","48,363.27","1,236.00",679.00,green
2023-04-16,2199,1780,"32,669.83","41,834.04","1,093.00",570.00,green
2023-04-17,2722,2255,"38,494.78","50,631.40","1,361.00",727.00,green
2023-04-18,2863,2352,"40,783.64","53,939.37","1,442.00",751.00,green
2023-04-19,2650,2244,"40,104.48","52,730.18","1,367.00",704.00,green
2023-04-20,2817,2451,"45,282.10","59,238.59","1,478.00",763.00,green
2023-04-21,2155,1917,"34,347.24","44,881.21","1,112.00",629.00,green
2023-04-22,2397,2085,"38,156.63","48,464.28","1,234.00",662.00,green
2023-04-23,1978,1720,"31,903.58","41,121.98","1,085.00",494.00,green
2023-04-24,2607,2206,"38,502.39","51,015.59","1,358.00",662.00,green
2023-04-25,2952,2396,"43,364.68","57,088.41","1,516.00",720.00,green
2023-04-26,3094,2527,"44,975.58","59,089.45","1,588.00",788.00,green
2023-04-27,3241,2651,"48,302.46","63,568.54","1,684.00",801.00,green
2023-04-28,3143,2667,"47,448.67","63,011.68","1,688.00",803.00,green
2023-04-29,2162,1902,"34,201.86","43,869.66","1,120.00",555.00,green
2023-04-30,1985,1787,"31,122.94","40,580.77","1,115.00",488.00,green
