Fecha,Pasajeros_por_dia,Viajes_por_dia,Tarifario_por_dia,Total_recaudado_por_dia,Pago_con_tarjeta,Pago_con_efectivo,Tipo_de_Taxi
2022-05-24,158473,"120,595.00","1,802,781.59","2,637,447.12","3,084.00","93,402.00",yellow
2022-05-24,2,1.00,4.00,9.36,0.00,1.00,yellow
2022-05-25,161262,"121,986.00","1,864,036.52","2,720,477.41","3,619.00","94,609.00",yellow
2022-05-26,161109,"121,296.00","1,855,444.21","2,712,150.68","3,538.00","93,441.00",yellow
2022-05-27,150892,"110,473.00","1,676,716.04","2,442,135.20","3,545.00","82,238.00",yellow
2022-05-28,144742,"98,828.00","1,452,684.87","2,089,136.37","3,110.00","71,859.00",yellow
2022-05-29,135243,"91,671.00","1,428,698.98","2,034,550.43","3,268.00","65,850.00",yellow
2022-05-30,119483,"83,190.00","1,344,747.74","1,930,619.33","2,605.00","61,688.00",yellow
2022-05-31,58,43.00,705.00,"1,022.45",0.00,31.00,yellow
2022-05-31,151582,"113,371.00","1,689,153.41","2,464,961.61","3,062.00","85,763.00",yellow
2022-06-01,34,22.00,352.50,511.01,0.00,17.00,yellow
2022-06-01,159721,"121,897.00","1,787,509.92","2,609,174.55","4,061.00","92,869.00",yellow
2022-06-02,164969,"125,442.00","1,878,740.16","2,742,956.87","4,495.00","95,885.00",yellow
2022-06-03,167403,"124,843.00","1,878,278.09","2,733,057.13","4,729.00","93,528.00",yellow
2022-06-04,175957,"122,564.00","1,752,664.49","2,530,847.21","4,254.00","91,978.00",yellow
2022-06-05,143750,"102,225.00","1,650,773.65","2,358,673.45","3,676.00","76,771.00",yellow
2022-06-06,150278,"112,515.00","1,689,360.78","2,474,115.93","3,329.00","85,006.00",yellow
2022-06-07,167073,"127,606.00","1,864,872.72","2,738,693.38","4,453.00","98,106.00",yellow
2022-06-08,169456,"129,391.00","1,923,823.91","2,820,704.15","4,513.00","99,639.00",yellow
2022-06-09,175984,"132,859.00","2,028,592.23","2,962,533.64","4,795.00","102,678.00",yellow
2022-06-10,173946,"128,739.00","1,982,243.00","2,882,857.77","5,135.00","97,542.00",yellow
2022-06-11,172276,"121,444.00","2,193,106.24","2,984,185.33","4,887.00","91,787.00",yellow
2022-06-12,139624,"99,095.00","1,610,010.98","2,301,366.00","3,753.00","74,881.00",yellow
2022-06-13,156719,"118,511.00","1,785,666.06","2,620,075.74","3,912.00","89,692.00",yellow
2022-06-14,165391,"125,404.00","1,881,145.76","2,750,948.87","4,526.00","95,993.00",yellow
2022-06-15,171898,"130,473.00","1,984,520.30","2,897,135.65","4,648.00","100,264.00",yellow
2022-06-16,168957,"129,297.00","1,947,263.28","2,848,055.36","5,077.00","99,621.00",yellow
2022-06-17,167824,"125,639.00","1,952,628.92","2,845,463.68","5,242.00","94,825.00",yellow
2022-06-18,164528,"116,015.00","1,712,670.11","2,464,722.83","4,643.00","85,936.00",yellow
2022-06-19,140790,"98,895.00","1,547,655.50","2,216,316.34","4,285.00","72,810.00",yellow
2022-06-20,137912,"100,787.00","1,557,012.25","2,272,992.28","3,324.00","75,771.00",yellow
2022-06-21,159039,"121,645.00","1,810,960.48","2,648,342.11","4,591.00","92,745.00",yellow
2022-06-22,161196,"123,232.00","1,836,053.16","2,679,573.94","4,699.00","94,764.00",yellow
2022-06-23,171646,"130,512.00","2,003,564.27","2,924,887.34","5,136.00","100,221.00",yellow
2022-06-24,169023,"124,645.00","1,923,313.68","2,793,829.76","4,895.00","94,124.00",yellow
2022-06-25,170881,"119,974.00","1,779,352.41","2,551,109.01","5,081.00","89,278.00",yellow
2022-06-26,130303,"93,154.00","1,554,946.64","2,201,000.89","4,388.00","68,666.00",yellow
2022-06-27,137683,"104,815.00","1,608,878.95","2,341,374.10","3,882.00","78,127.00",yellow
2022-06-28,150950,"114,168.00","1,688,477.55","2,466,143.00","3,816.00","86,562.00",yellow
2022-06-29,154530,"117,386.00","1,715,239.56","2,515,669.52","4,125.00","89,281.00",yellow
2022-06-30,152296,"114,440.00","1,719,067.39","2,510,191.04","4,098.00","86,357.00",yellow
2022-06-30,107,58.00,933.00,"1,361.32",0.00,48.00,yellow
2022-07-01,28,22.00,261.50,381.50,0.00,13.00,yellow
2022-07-01,140447,"102,176.00","1,523,208.50","2,214,772.15","3,714.00","74,192.00",yellow
2022-07-02,129404,"86,782.00","1,240,973.25","1,785,492.92","2,371.00","62,242.00",yellow
2022-07-03,111602,"74,899.00","1,124,306.51","1,602,668.89","2,219.00","52,467.00",yellow
2022-07-04,94628,"64,887.00","1,043,412.99","1,482,994.51","2,916.00","45,843.00",yellow
2022-07-05,129799,"94,906.00","1,399,738.94","2,040,466.43","2,818.00","69,022.00",yellow
2022-07-06,142510,"103,805.00","1,461,948.31","2,146,962.57","2,635.00","77,271.00",yellow
2022-07-07,147626,"108,181.00","1,538,779.09","2,257,737.65","2,876.00","81,218.00",yellow
2022-07-08,144695,"104,675.00","1,515,643.94","2,219,655.61","3,508.00","77,671.00",yellow
2022-07-09,137411,"96,848.00","1,392,948.32","2,009,522.18","4,447.00","70,963.00",yellow
2022-07-10,121634,"85,315.00","1,351,071.28","1,933,609.94","3,651.00","62,930.00",yellow
2022-07-11,131727,"97,683.00","1,456,054.19","2,129,800.65","2,575.00","72,509.00",yellow
2022-07-12,151136,"113,204.00","1,619,312.96","2,386,419.56","3,334.00","86,237.00",yellow
2022-07-13,157280,"118,331.00","1,717,627.10","2,529,033.54","3,572.00","90,815.00",yellow
2022-07-14,159147,"118,605.00","1,741,137.99","2,554,003.88","3,592.00","90,424.00",yellow
2022-07-15,153117,"111,240.00","1,649,251.69","2,414,717.77","3,296.00","83,397.00",yellow
2022-07-16,155263,"107,205.00","1,560,199.17","2,251,470.34","3,961.00","80,065.00",yellow
2022-07-17,130860,"90,877.00","1,437,873.05","2,060,078.07","2,833.00","68,174.00",yellow
2022-07-18,130735,"97,683.00","1,461,378.57","2,134,601.07","3,441.00","72,741.00",yellow
2022-07-19,153254,"115,112.00","1,676,556.69","2,461,516.10","3,777.00","87,315.00",yellow
2022-07-20,158246,"118,961.00","1,728,173.30","2,538,500.56","4,201.00","90,703.00",yellow
2022-07-21,155589,"117,184.00","1,737,860.33","2,544,855.59","4,501.00","89,083.00",yellow
2022-07-22,151802,"110,232.00","1,604,286.93","2,334,662.67","3,238.00","79,743.00",yellow
2022-07-23,152021,"104,466.00","1,474,095.48","2,129,223.06","3,911.00","77,293.00",yellow
2022-07-24,131482,"91,216.00","1,394,733.08","2,003,630.60","3,185.00","67,660.00",yellow
2022-07-25,128585,"95,691.00","1,408,943.40","2,062,854.94","3,001.00","71,229.00",yellow
2022-07-26,147415,"110,850.00","1,619,979.96","2,371,492.83","3,626.00","83,583.00",yellow
2022-07-27,153485,"115,698.00","1,660,936.45","2,442,758.91","3,712.00","88,161.00",yellow
2022-07-28,157425,"116,813.00","1,696,974.79","2,490,765.68","3,752.00","89,070.00",yellow
